'admin,'1,'NULL,31/08/2023,10:40:15,'IN,1,5,38,undefined,4,1
'admin,'1,'NULL,31/08/2023,10:40:21,'IN,1,5,38,undefined,7,1
'admin,'1,'NULL,31/08/2023,10:40:26,'IN,1,5,38,undefined,8,1
'admin,'1,'NULL,03/09/2023,13:25:57,'IN,1,5,38,undefined,32,1
'admin,'1,'NULL,03/09/2023,13:30:24,'IN,1,5,38,undefined,36,1
'admin,'1,'NULL,03/09/2023,16:20:37,'IN,1,5,38,undefined,43,1
'admin,'1,'NULL,03/09/2023,16:24:38,'IN,1,5,38,undefined,49,1
'admin,'1,'NULL,03/09/2023,16:29:39,'IN,1,5,38,undefined,54,1
'admin,'1,'NULL,03/09/2023,17:05:23,'IN,1,5,38,undefined,59,1
'admin,'1,'NULL,07/09/2023,07:37:13,'IN,1,5,38,undefined,98,1
'admin,'1,'NULL,07/09/2023,08:28:09,'IN,1,5,38,undefined,150,1
'admin,'1,'NULL,07/09/2023,08:56:06,'IN,1,5,38,undefined,156,1
'admin,'1,'NULL,07/09/2023,09:04:47,'IN,1,5,38,undefined,168,1
'admin,'1,'NULL,14/09/2023,10:12:52,'IN,1,5,38,undefined,189,1
'admin,'1,'NULL,14/09/2023,10:13:46,'IN,1,5,38,undefined,194,1
'admin,'1,'NULL,14/09/2023,10:14:02,'IN,1,5,38,undefined,198,1
'admin,'1,'NULL,17/09/2023,11:51:57,'IN,1,5,38,undefined,214,1
'NULL,','NULL,03/09/2023,13:24:26,'IN,1,5,49,undefined,30,1
'NULL,','NULL,03/09/2023,15:11:50,'IN,1,5,49,undefined,38,1
'NULL,','NULL,03/09/2023,15:11:54,'IN,1,5,49,undefined,39,1
'NULL,','NULL,03/09/2023,16:20:26,'IN,1,5,49,undefined,40,1
'NULL,','NULL,03/09/2023,16:24:33,'IN,1,5,49,undefined,47,1
'NULL,','NULL,03/09/2023,17:43:37,'IN,1,5,49,undefined,65,1
'NULL,','NULL,03/09/2023,17:43:41,'IN,1,5,49,undefined,66,1
'NULL,','NULL,03/09/2023,17:43:46,'IN,1,5,49,undefined,67,1
'NULL,','0727123080,07/09/2023,07:36:37,'IN,1,5,9,undefined,93,1
'NULL,','NULL,07/09/2023,07:36:58,'IN,1,5,49,undefined,94,1
'NULL,','NULL,07/09/2023,07:37:04,'IN,1,5,49,undefined,95,1
'NULL,','0727123080,07/09/2023,07:37:08,'IN,1,5,9,undefined,96,1
'NULL,','NULL,07/09/2023,07:39:04,'IN,1,5,49,undefined,100,1
'NULL,','NULL,07/09/2023,08:00:24,'IN,1,5,49,undefined,134,1
'NULL,','NULL,07/09/2023,08:01:08,'IN,1,5,49,undefined,135,1
'NULL,','NULL,14/09/2023,08:34:20,'IN,1,5,49,undefined,184,1
'NULL,','NULL,14/09/2023,10:12:30,'IN,1,5,49,undefined,187,1
'NULL,','NULL,14/09/2023,10:13:56,'IN,1,5,49,undefined,196,1
'NULL,','NULL,17/09/2023,11:10:57,'IN,1,5,49,undefined,202,1
'NULL,','NULL,17/09/2023,11:11:06,'IN,1,5,49,undefined,205,1
'NULL,','NULL,17/09/2023,11:11:12,'IN,1,5,49,undefined,206,1
'NULL,','NULL,17/09/2023,11:11:18,'IN,1,5,49,undefined,207,1
'NULL,','NULL,17/09/2023,11:11:18,'IN,1,5,49,undefined,207,1
